id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
701	Businesses selling pleasure boats often have a sail.				sail	homophonic	['canvas', 'sheet', 'main', 'jib']	['sale', 'discount', 'clearance', 'markdown']	voile	['toile', 'drap', 'grand-voile', 'foc']	['vente', 'remise', 'liquidation', 'rabais']	sail	['canvas', 'sheet', 'mainsail', 'jib']	['sale', 'discount', 'clearance', 'rebate']
702	But under no circumstances can you chase after him. Eh, why's that? You don't want to get involved in any monkey business, right!?				monkey	homographic	['primate', 'simian', 'macaque']	['mischievous', 'deceitful', 'foolish', 'nonsense']	singe	['primate', 'simien', 'macaque']	['espiègle', 'fourbe', 'insensé', 'absurdité']	monkey	['primate', 'simian', 'macaque']	['playful', 'deceitful', 'senseless', 'absurdity']
703	By yourself you're in the right. In a group you're in the throng.				throng	homophonic	['wrong', 'incorrect', 'mistaken', 'amiss']	['throng', 'crowd', 'multitude', 'mass']	foule	['faux', 'incorrect', 'erroné', 'mal']	['foule', 'masse', 'multitude', 'amas']	crowd	['false', 'incorrect', 'erroneous', 'wrong']	['crowd', 'mass', 'multitude', 'heap']
704	Byte-ing humor can be found reading jokes online.				Byte-ing	homophonic	['Biting', 'cutting', 'sharp', 'sarcastic']	['Byte', 'digital', 'electronic', 'computing']	Octet-ant	['Mordant', 'Tranchant', 'Aigu', 'Sarcastique']	['Octet', 'Numérique', 'Électronique', 'Informatique']	Byte-ing	['Biting', 'Sharp', 'Acute', 'Sarcastic']	['Byte', 'Digital', 'Electronic', 'Computer Science']
705	Cecily: Miss Prism says that all good looks are a snare. Algernon: They are a snare that every sensible man would like to be caught in.				snare	homographic	['trap', 'gin', 'pitfall', 'deception']	['enticement', 'allurement', 'attraction', 'catch']	piège	['trappe', 'collet', 'embûche', 'tromperie']	['incitation', 'allure', 'attraction', 'capture']	trap	['trapdoor', 'snare', 'pitfall', 'deception']	['incitement', 'allure', 'attraction', 'capture']
706	Cecily: Well, I am really only eighteen, but I always admit to twenty when I go to evening parties. Lady Bra: You are perfectly right in making some slight alteration. Indeed, no woman should ever be quite accurate about her age. It looks so calculating...				calculating	homographic	['mathematical', 'arithmetic', 'counting', 'figuring']	['scheming', 'devious', 'cunning', 'manipulative']	calculateur	['mathématique', 'arithmétique', 'comptage', 'chiffrage']	['schématique', 'sournois', 'rusé', 'manipulateur']	calculating	['mathematical', 'arithmetic', 'counting', 'quantifying']	['scheming', 'devious', 'cunning', 'manipulative']
707	Crossword. I guess it's an apt name. Those words make me cross!				cross	homographic	['intersect', 'traverse', 'overlapping']	['angry', 'annoyed', 'irritable', 'vexed']	croiser	['intersecter', 'traverser', 'chevaucher']	['fâché', 'contrarié', 'irascible', 'vexé']	cross	['intersect', 'traverse', 'overlap']	['angry', 'annoyed', 'irascible', 'upset']
708	Camille relocated to Little Italy: They made her a cougher				cougher	homophonic	['cougher', 'hacker', 'wheezer']	['Cosa', 'Cosa Nostra', 'Mafia', 'mobster']	tousseur	['tousseur', 'pirate informatique', 'souffleur']	['Cosa', 'Cosa Nostra', 'Mafia', 'gangster']	cougher	['cougher', 'hacker', 'blower']	['Thing', 'Cosa Nostra', 'Mafia', 'gangster']
709	Camille relocated to Little Italy: They made her a cougher; she couldn't refuse				cougher	homophonic	['one who coughs', 'hacker', 'wheezer']	['coffer', 'treasurer', 'financial officer', 'money-handler']	tousseur	['celui qui tousse', 'tousseur', 'personne qui a une respiration sifflante']	['coffre', 'trésorier', 'agent financier', 'gestionnaire de fonds']	cougher	['the one who coughs', 'cougher', 'person with wheezing breath']	['chest', 'treasurer', 'financial agent', 'fund manager']
710	Can February March? No, but April May.				May	homographic	['fifth month', 'springtime']	['might', 'can', 'could', 'is able to']	Mai	['cinquième mois', 'printemps']	['pourrait', 'peut', 'pourra', 'est capable de']	May	['fifth month', 'spring']	['might', 'can', 'will be able to', 'is capable of']
711	Can I tell you a story about my bed? I made it up.				made it up	homographic	['constructed', 'arranged the sheets', 'tidied', 'prepared']	['fabricated', 'invented', 'concocted', 'created a story']	inventé	['construit', 'bordé', 'rangé', 'préparé']	['fabriqué', 'inventé', 'concocté', 'créé une histoire']	invented	['constructed', 'bordered', 'ordered', 'prepared']	['manufactured', 'invented', 'concocted', 'created a story']
712	Can honeybee abuse lead to a sting operation?				sting	homographic	['bite', 'prick', 'puncture', 'wasp wound']	['undercover investigation', 'trap', 'police setup', 'entrapment']	piqûre	['morsure', 'piqûre', 'ponction', 'blessure de guêpe']	['enquête infiltrée', 'piège', 'opération policière', 'guet-apens']	sting	['bite', 'sting', 'puncture', 'wasp wound']	['undercover investigation', 'sting operation', 'police operation', 'ambush']
713	Can you read music? the bandleader asked notably.				notably	homophonic	['significantly', 'remarkably', 'particularly', 'noticeably']	['note-ably', 'capable of reading notes', 'musically literate', 'proficiently with musical notes']	notamment	['significativement', 'remarquablement', 'particulièrement', 'notablement']	['note-ablement', 'capable de lire des notes', 'musicalement instruit', 'compétent avec les notes de musique']	notably	['significantly', 'remarkably', 'particularly', 'notably']	['note-ably', 'capable of reading notes', 'musically educated', 'competent with musical notes']
714	Can you read music? the bandleader asked notably.				notably	homophonic	['significantly', 'remarkably', 'particularly']	['note-ably', 'musically', 'reading notes']	notamment	['significativement', 'remarquablement', 'particulièrement']	['par notes', 'musicalement', 'lecture de notes']	notably	['significantly', 'remarkably', 'particularly']	['by notes', 'musically', 'note reading']
715	Can't Resist the Mist!				mist	homophonic	['fog', 'vapor', 'haze', 'drizzle', 'condensation']	['missed', 'overlooked', 'failed to catch', 'longed for', 'skipped']	brume	['brouillard', 'vapeur', 'brume', 'bruine', 'condensation']	['raté', 'négligé', 'manqué', 'regretté', 'sauté']	mist	['fog', 'vapor', 'mist', 'drizzle', 'condensation']	['failed', 'neglected', 'missed', 'regretted', 'skipped']
716	Cane sugar can't be beet.				beet	homophonic	['root vegetable', 'sugar beet', 'Beta vulgaris']	['beat', 'surpass', 'outdo', 'defeat', 'vanquish']	betterave	['légume-racine', 'betterave sucrière', 'Beta vulgaris']	['battre', 'surpasser', 'exceller', 'défaire', 'vaincre']	beetroot	['root vegetable', 'sugar beet', 'Beta vulgaris']	['beat', 'surpass', 'excel', 'defeat', 'conquer']
717	Cape Argus. News you can use.				use	homophonic	['utilize', 'employ', 'application']	['news', 'views', 'information', 'Cape Argus']	usage	['utiliser', 'employer', 'application']	['nouvelles', 'vues', 'informations', 'Cape Argus']	usage	['use', 'employ', 'application']	['news', 'views', 'information', 'Cape Argus']
718	Capon is the main ingredient of chicken castratori.				castratori	homophonic	['castrati', 'male singers', 'eunuchs']	['castrators', 'those who emasculate', 'chicken cutters']	castrateurs	['castrats', 'chanteurs masculins', 'eunuques']	['castrateurs', 'ceux qui émasculent', 'chaponneurs']	castrators	['castrati', 'male singers', 'eunuchs']	['castrators', 'those who emasculate', 'caponizers']
719	Careless stair dancers are heading for a heavy landing.				landing	homographic	['arrival on the ground', 'touchdown', 'impact']	['floor area', 'hallway at the top of stairs', 'level']	palier	['arrivée au sol', 'atterrissage', 'impact']	"['étage', ""espace en haut d'un escalier"", 'niveau']"	landing	['touchdown', 'landing', 'impact']	['floor', 'stairhead', 'level']
720	Carey. Driving success.				driving	homographic	['steering', 'operating a vehicle', 'chauffeuring', 'transporting']	['propelling', 'motivating', 'impelling', 'advancing', 'leading']	conduite	"['direction', ""manœuvre d'un véhicule"", 'chauffage', 'transport']"	['propulsion', 'motivation', 'impulsion', 'avancement', 'direction']	conduct	['direction', 'operation of a vehicle', 'heating', 'transport']	['propulsion', 'motivation', 'impulse', 'advancement', 'direction']
721	Carmen is my favorite opera, he said busily.				busily	homophonic	['actively', 'industriously', 'energetically']	['Bizet-ly', 'Georges Bizet', 'composer-related']	activement	['activement', 'industrieusement', 'énergiquement']	['à la Bizet', 'Georges Bizet', 'lié au compositeur']	actively	['actively', 'industriously', 'energetically']	['in the style of Bizet', 'Georges Bizet', 'related to the composer']
722	Cartoons produced by the Japanese government are animes of the state.				animes	homophonic	['Japanese animation', 'manga-style cartoons', 'animated films']	['enemies', 'foes', 'adversaries', 'opponents']	animés	"['Animation japonaise', 'dessins animés de style manga', ""films d'animation""]"	['ennemis', 'adversaires', 'opposants', 'rivaux']	animated	['Japanese animation', 'manga-style cartoons', 'animated films']	['enemies', 'adversaries', 'opponents', 'rivals']
723	Cashiers really know how to take charge.				charge	homographic	['bill', 'debit', 'invoice', 'request payment']	['lead', 'control', 'supervise', 'take command']	charge	['facturer', 'débiter', 'facture', 'demander le paiement']	['diriger', 'contrôler', 'superviser', 'prendre le commandement']	charge	['bill', 'debit', 'invoice', 'request payment']	['lead', 'control', 'supervise', 'take command']
724	Cat lovers will only drink their kit-TEA.				kit-TEA	homophonic	['kitty', 'cat', 'feline', 'kitten', 'pussycat']	['tea', 'beverage', 'infusion', 'brew', 'drink']	cha-THÉ	['chaton', 'chat', 'félin', 'petit chat', 'minou']	['thé', 'boisson', 'infusion', 'breuvage', 'consommation']	cat-TEA	['kitten', 'cat', 'feline', 'little cat', 'kitty']	['tea', 'drink', 'infusion', 'beverage', 'consumption']
725	Catching brand names that jump!				jump	homographic	['leap', 'spring', 'bounce', 'hop']	['increase', 'rise', 'surge', 'escalate']	saut	['bondir', 'jaillir', 'rebondir', 'sautiller']	"['augmenter', ""s'élever"", 'monter en flèche', 'intensifier']"	jump	['leap', 'spring', 'rebound', 'hop']	['increase', 'rise', 'skyrocket', 'intensify']
726	Centrum. Always Complete. From A to Zinc.				Zinc	homophonic	['Zn', 'atomic number 30', 'metallic element', 'mineral supplement']	['Z', 'zed', 'zee', 'the last letter', 'the end']	Zinc	['Zn', 'numéro atomique 30', 'élément métallique', 'supplément minéral']	['Z', 'zed', 'zee', 'la dernière lettre', 'la fin']	Zinc	['Zn', 'atomic number 30', 'metallic element', 'mineral supplement']	['Z', 'zed', 'zee', 'the last letter', 'the end']
727	"""Change the channel,"" she said remotely."				remotely	homographic	['distantly', 'aloofly', 'indifferently', 'coldly']	['long-distance', 'via remote control', 'electronically', 'wirelessly']	à distance	['froidement', 'distamment', 'avec indifférence', 'de manière détachée']	['à distance', 'par télécommande', 'électroniquement', 'sans fil']	remotely	['coldly', 'distantly', 'with indifference', 'in a detached manner']	['at a distance', 'by remote control', 'electronically', 'wirelessly']
728	Changing a tire on that crazy Houston freeway was a wrenching experience.				wrenching	homographic	['distressing', 'painful', 'agonizing', 'heartbreaking']	['twisting', 'turning', 'using a tool', 'ratcheting']	déchirement	['bouleversant', 'douloureux', 'agonisant', 'déchirant']	"['torsion', 'rotation', ""utilisation d'un outil"", 'cliquetage']"	heartbreaking	['upsetting', 'painful', 'agonizing', 'heart-wrenching']	['twisting', 'rotation', 'use of a tool', 'clicking']
729	Chardonnay may not be champagne, but it's still wine.				wine	homophonic	['whine', 'complain', 'gripe', 'moan']	['vino', 'alcoholic drink', 'fermented grape juice']	vin	['gémir', 'se plaindre', 'râler', 'grogner']	['vin', 'boisson alcoolisée', 'jus de raisin fermenté']	wine	['moan', 'complain', 'whine', 'grunt']	['wine', 'alcoholic beverage', 'fermented grape juice']
730	Cheap adhesive is tacky.				tacky	homographic	['sticky', 'adhesive', 'viscous', 'gluey']	['tasteless', 'crass', 'cheap', 'garish']	collant	['adhésif', 'visqueux', 'gluant', 'poisseux']	['inexpressionné', 'vulgaire', 'de mauvais goût', 'criard']	sticky	['adhesive', 'viscous', 'slimy', 'tacky']	['expressionless', 'vulgar', 'tacky', 'gaudy']
731	Check out his arse				arse	homophonic	['buttocks', 'rear', 'backside', 'bottom', 'derriere']	['ass', 'donkey', 'burro', 'equine', 'jackass']	cul	['fesses', 'arrière-train', 'derrière', 'postérieur', 'fondement']	['âne', 'baudet', 'bourrique', 'équin', 'grison']	ass	['buttocks', 'hindquarters', 'backside', 'posterior', 'bottom']	['donkey', 'donkey', 'donkey', 'equine', 'gray donkey']
732	Chemist's work is element-ary.				elementary	homographic	['basic', 'simple', 'fundamental']	['chemical', 'pertaining to elements', 'periodic']	élémentaire	['basique', 'simple', 'fondamental']	['chimique', 'relatif aux éléments', 'périodique']	elementary	['basic', 'simple', 'fundamental']	['chemical', 'relative to the elements', 'periodic']
